TRANSACTION_ID,CUSTOMER_ID,ACCOUNT_ID,AMOUNT,DATE_TIME
678629699,92599,8150376,263917.42,2023-12-08T01:53:27
194974810,19073,9795380,427304.37,2020-10-07T13:18:46
387989251,56164,3584349,844642.1,2020-08-03T21:25:05
218733597,42507,3938814,655827.77,2023-01-05T08:37:09
547783233,70147,9677334,213310.6,2020-12-10T11:12:40
386893525,30281,5922716,420571.22,2021-03-10T12:28:13
977764268,51847,4557994,930903.41,2021-01-27T22:29:33
865346366,70147,1055487,742434.46,2023-08-10T11:29:23
866129832,51847,4557994,853701.26,2022-06-26T14:30:28
854224663,91581,3942483,525243.17,2023-04-06T20:07:45
152559812,91982,9243606,617280.63,2020-03-23T04:02:21
145806188,91581,7236334,333384.88,2020-05-01T12:24:29
938141066,92410,6426293,280524.54,2022-10-18T00:46:02
332236357,32273,6646105,578315.55,2023-12-01T16:20:36
992544442,45475,5659646,995483.17,2023-12-25T13:03:15
169898849,78581,2647521,534026.11,2024-02-03T03:04:56
835756915,30281,5996576,639133.17,2024-06-09T01:56:34
282121126,19073,4695994,829591.41,2020-10-05T10:19:10
592403390,72080,7926534,925708.7,2024-10-06T11:03:13
714414112,78581,1205291,982006.72,2022-05-03T05:52:31
955028288,96549,8641139,505844.45,2020-07-22T23:02:25
157865467,21382,3769042,264654.63,2020-10-24T17:59:47
832771251,67261,8883469,33482.04,2024-08-09T18:50:17
337246035,74841,2394544,88542.9,2024-02-24T03:56:01
717994430,79457,6793166,917015.43,2021-02-09T05:06:42
792677158,18356,7187024,85690.4,2023-10-19T15:42:18
338782084,56164,9371193,640293.95,2021-12-28T00:16:16
544895066,46644,1213207,315582.08,2022-12-04T02:47:14
486736956,42507,5603685,825015.7,2022-07-12T03:44:52
627619438,42507,6003924,328744.9,2022-10-08T00:26:56
298843516,96549,3630131,713841.52,2024-07-26T09:45:41
827617198,32273,6646105,298700.06,2024-03-03T14:04:42
217277181,96549,5953265,393943.97,2021-08-14T02:38:35
146877265,98680,1825935,353032.7,2023-05-23T06:49:50
482753712,32273,4194327,539624.54,2022-10-28T23:01:46
785639931,21382,6036305,175340.07,2023-03-14T17:24:00
259788432,15884,9433275,878920.36,2022-02-24T11:37:30
799324942,67261,5750085,571936.95,2023-03-26T11:43:46
834122821,46644,4149122,765030.09,2021-05-13T22:25:59
465052336,21086,1828169,781083.78,2020-12-05T04:18:25
272252662,32273,5710203,992474.92,2024-08-26T14:06:11
913957695,98680,9808948,6116.94,2023-12-20T00:46:33
743862251,96549,7924721,152272.7,2023-07-10T04:17:41
833664211,96549,7330911,101979.41,2022-12-11T02:31:37
604209235,92599,8423945,270648.59,2024-08-13T23:45:32
487644001,56164,3584349,352432.84,2024-01-08T15:18:23
960621561,92599,9466146,767522.2,2024-12-16T11:29:47
569299633,14895,7910843,44014.05,2023-06-10T10:47:07
749846963,98680,1825935,837509.98,2021-03-12T01:19:09
246836753,13720,3440701,947380.74,2023-04-25T09:00:06
808384823,19073,2495587,65303.63,2023-04-02T10:24:44
543003510,78581,9025446,165237.2,2022-03-19T13:10:22
407693194,13720,3440701,933945.79,2021-04-19T22:13:15
566316593,56164,8092885,110781.98,2020-03-03T05:10:43
720876250,46644,4309048,414357.28,2021-12-10T07:44:54
153971246,96549,5227458,35735.67,2021-10-17T01:45:39
462106050,79457,1971259,444334.2,2020-08-21T03:42:13
248850083,71300,9394651,193666.06,2021-07-19T21:51:04
872030742,92850,6338890,724357.49,2023-09-12T08:13:24
545145332,92410,8950664,763454.63,2021-03-13T05:24:17
439906633,15884,9433275,316410.36,2023-06-02T14:24:36
855488207,91982,9509682,561153.46,2023-11-17T05:48:54
185640563,32997,6066453,195849.87,2022-12-01T15:49:49
769913198,98680,4460708,401746.8,2022-10-02T10:15:11
936123043,73357,5038904,217393.17,2021-10-27T04:31:07
830588262,91581,3942483,274396.13,2022-03-08T23:58:27
817014429,18356,1284106,266062.02,2024-10-08T23:24:10
742774812,21086,2418764,332302.26,2023-07-25T05:37:07
803545483,15884,1856960,717509.68,2023-05-21T11:04:22
834776854,91982,5080181,590657.88,2021-05-10T11:21:03
773458274,15884,1255736,941747.04,2021-08-19T20:52:01
631186279,73357,5038904,650330.81,2022-06-21T11:34:48
802929681,25303,5132779,331757.08,2022-03-12T05:54:29
190847910,74841,7438833,155658.46,2023-04-10T18:10:47
411038726,45022,6851938,981149.47,2023-07-28T08:01:22
215142281,91982,7787491,258993.35,2020-03-17T13:55:35
778114606,45022,4136770,860538.98,2022-06-13T09:43:24
223425224,45475,4108275,162906.04,2021-06-10T22:27:14
579324818,98680,3791085,495398.48,2024-09-23T10:58:05
370838207,72080,5169719,699183.45,2023-02-08T22:27:57
799705689,71300,9394651,688959.03,2021-11-25T22:40:09
355544533,92850,4808841,798202.05,2024-01-14T05:11:05
346102659,91581,3462018,920241.79,2024-08-01T03:51:32
337437022,91982,2221461,667264.92,2023-10-14T16:13:57
803802967,74841,4657628,647282.49,2020-10-17T23:20:16
642884882,45022,6851938,1754.03,2023-06-16T20:15:33
908442030,78581,9025446,37891.28,2022-09-10T07:57:51
470177430,21382,6289090,360740.83,2024-04-14T05:23:39
880322819,15884,1255736,956418.9,2020-01-23T11:56:44
692169541,78581,6394801,375630.14,2021-06-27T17:51:28
372741065,14895,7910843,627235.24,2021-02-21T17:17:15
759174749,21086,1096394,102565.87,2021-12-28T22:55:46
930358244,21086,5341177,96009.27,2021-03-16T12:56:13
622963714,13720,6352513,272250.48,2020-08-15T18:34:59
297638368,42507,8815146,800529.08,2024-05-18T18:30:30
964470401,14895,7910843,807995.21,2023-01-20T14:28:25
303691312,72080,8512831,588400.44,2022-02-23T11:57:28
719522347,25303,4669996,510063.33,2021-03-26T07:26:51
730435138,25303,5132779,221848.74,2022-10-09T08:08:31
405390289,71300,5886052,68938.35,2024-10-18T10:36:46
648305219,80976,6806002,529898.02,2020-03-04T23:37:24
308084782,92599,1391836,72940.8,2022-04-28T19:45:54
880555967,32273,5710203,673911.65,2020-12-06T10:15:32
447487764,80976,6806002,697578.13,2021-12-09T05:01:38
600236534,42507,5603685,677239.35,2020-10-26T17:22:34
622599515,19073,2495587,262491.12,2021-09-09T00:44:31
452352215,74841,3642663,322048.0,2022-11-25T01:17:37
557962040,13720,3440701,147695.9,2023-09-06T05:22:56
733209567,15884,3818553,816185.01,2024-08-23T06:53:37
241451494,98680,1969839,321250.07,2020-11-13T02:26:32
948259000,90657,6654597,613044.69,2024-08-20T23:01:53
675648072,91982,5490355,840373.79,2023-10-20T03:06:03
405869306,91581,7236334,875282.08,2021-07-25T08:19:55
767919730,14895,7910843,885040.14,2023-12-27T06:10:45
632190728,45475,1553211,351703.13,2021-03-10T03:18:58
636232893,45475,1882412,800976.91,2021-12-06T21:50:57
319405761,32997,2857569,754919.59,2022-06-22T04:49:59
793884055,72080,8512831,478219.68,2022-05-05T20:44:31
597858094,91982,5490355,555240.45,2020-06-23T03:18:04
785017136,30281,3387708,665544.66,2021-09-22T08:54:19
553344629,80976,6806002,868963.14,2024-09-27T14:40:46
363761179,13720,3440701,278750.88,2021-06-04T07:54:38
769636416,25303,9820584,513080.99,2022-03-16T11:38:43
918494413,13720,3440701,60944.91,2022-07-20T02:50:18
633394769,45475,8027684,220228.85,2020-09-18T02:36:07
804809056,14895,7910843,594135.36,2023-02-14T15:36:02
514317370,91982,9509682,97122.58,2023-11-15T04:09:35
474504491,19073,9795380,96620.72,2024-02-15T10:46:33
769928101,74841,3642663,173905.46,2024-12-09T12:06:20
922462294,72080,4222803,410250.53,2024-04-27T05:20:13
500994657,56164,3584349,392037.45,2023-12-27T04:57:42
857939052,45022,2148574,996439.06,2021-12-21T13:08:43
281045251,32997,2857569,262859.24,2024-12-15T02:09:50
788639931,45022,6851938,61903.17,2024-08-06T08:11:48
609993417,72080,7395391,458769.16,2023-01-19T08:01:01
317260092,18356,2369672,432042.2,2020-07-24T10:50:46
388084518,96549,1135498,423164.82,2023-10-21T04:41:19
359663318,67261,8703579,940448.06,2023-02-18T09:22:38
802797439,96327,1516219,343555.61,2020-05-17T04:36:46
574970853,46644,5267580,53867.24,2021-03-22T18:01:11
115366342,72080,3660843,640607.37,2020-03-09T10:19:00
745901027,91982,4239436,369693.74,2020-06-12T03:22:34
262204498,51847,4557994,323148.19,2024-04-08T16:30:31
699246101,98680,9808948,427412.78,2023-12-28T02:57:59
457713637,51847,4557994,841535.71,2022-01-08T01:40:49
771892642,91581,3942483,173867.83,2022-04-10T00:52:45
390135910,96327,1516219,972277.88,2021-04-17T03:09:10
159919125,32273,6379244,944990.04,2024-08-05T18:34:06
398871438,72080,5169719,406293.06,2022-06-04T01:59:56
398661502,46644,5267580,241246.26,2022-10-09T10:58:55
586626247,71300,4975183,387970.0,2024-01-04T01:53:10
800773600,25303,3531676,308676.67,2020-10-10T09:24:18
355227865,42507,8815146,349541.12,2024-10-04T22:35:05
372372964,56164,8092885,873852.37,2022-08-08T09:30:21
379163975,51847,4557994,237390.66,2020-04-03T20:48:07
266642664,92850,8790591,896068.87,2021-02-27T16:44:32
427728155,14895,7910843,689003.68,2021-07-20T20:03:38
778527529,45475,5349254,838883.95,2020-11-14T03:23:44
306582936,80976,6806002,663760.34,2024-09-05T04:53:07
724301395,46644,1213207,504977.84,2021-04-22T15:22:45
539047156,13720,3440701,450561.88,2024-10-12T11:09:51
524310916,91581,6369356,801961.42,2023-08-16T17:46:57
550688082,19073,2368740,218650.12,2023-03-10T23:35:38
137504119,32997,2857569,552971.96,2023-02-02T13:49:39
472169791,70147,5965730,488768.07,2022-01-25T06:22:10
781023958,21382,3769042,841694.49,2024-04-18T11:41:47
395053007,32997,6066453,923094.47,2023-01-01T00:26:40
304779786,13720,6352513,389908.96,2023-04-23T04:11:44
101391127,19073,4695994,682460.2,2023-03-07T09:57:22
108004804,30281,1675210,443461.72,2020-08-21T06:34:24
568234527,73357,2798441,996678.97,2020-12-23T09:46:32
362415542,92850,6484381,532097.21,2022-05-08T07:36:36
796146897,79457,1992501,151890.49,2022-01-25T03:21:31
450801282,15884,1856960,963303.63,2023-04-21T15:06:49
720666201,70147,5876869,764050.28,2022-05-15T12:36:46
167970868,79457,2825230,908555.18,2020-08-24T08:34:17
985259352,79457,1096049,523328.49,2023-08-03T08:46:27
744713737,19073,2495587,958290.85,2023-12-16T12:54:05
592616097,42507,8815146,302551.72,2020-05-16T06:06:14
961391507,92599,6387592,194910.11,2022-08-11T07:17:47
111509226,30281,6068411,233517.82,2020-10-16T18:46:15
690646271,42507,3938814,575857.96,2024-04-28T12:11:34
627036981,13720,3440701,627083.17,2021-12-25T13:36:45
284156600,72080,6533002,162237.62,2022-09-24T02:25:09
659044448,91581,8226268,832717.15,2023-08-21T08:01:44
351373335,56164,3584349,704056.2,2020-04-28T05:42:42
691880261,98680,1969839,502424.24,2022-09-11T20:41:23
653966452,21086,5130256,118430.64,2023-04-14T03:00:25
704597320,46644,4309048,473107.16,2024-11-11T20:21:52
334235439,73357,9538519,29658.69,2021-12-02T10:42:20
557760330,92599,5257337,562776.67,2021-05-28T21:43:49
786204874,21086,1828169,586825.33,2023-01-04T00:08:10
869564113,98680,3297416,456387.71,2020-07-19T20:17:49
531698087,92410,8222551,383466.49,2021-12-21T22:13:35
142404949,32273,4778047,190927.61,2022-12-19T02:12:34
825502060,19073,9795380,970823.75,2022-08-25T00:31:31
182286001,13720,6352513,965572.28,2023-11-28T17:11:02
154076806,15884,1255736,629238.16,2023-06-05T01:44:33
264633770,80976,6806002,740856.68,2022-04-24T14:06:17
646051986,98680,9808948,480513.87,2020-11-10T10:56:01
379982082,25303,9820584,699161.77,2022-05-02T16:39:57
327692671,21382,5691537,73820.44,2023-11-23T01:06:32
690402254,80976,6806002,320308.94,2020-10-28T01:09:11
970713435,21086,1951254,662373.99,2022-12-25T14:06:45
294730447,25303,4669996,512950.64,2024-06-21T05:45:17
319428047,92410,1473420,611672.7,2022-05-27T08:24:46
140737884,51847,4557994,395931.31,2024-03-06T21:13:18
746624014,92599,1391836,549503.91,2023-01-16T19:54:55
544004553,79457,7724201,528059.25,2022-07-03T20:17:09
971225774,25303,4669996,968873.82,2022-08-06T06:19:11
658549071,45022,6851938,115884.19,2021-10-19T21:10:37
366132435,74841,5953928,434399.13,2021-11-16T10:01:09
901966351,67261,7091618,72840.92,2021-12-17T07:36:28
664245081,25303,9820584,955610.84,2021-11-09T22:50:13
108956320,32273,2699830,884431.47,2021-12-02T16:03:49
783661052,98680,3791085,883954.48,2023-09-24T02:07:15
269027281,90657,2447266,866643.87,2023-07-25T22:15:38
937076365,46644,1213207,599553.4,2024-09-10T13:25:13
614031562,46644,4309048,458119.32,2021-10-11T04:19:34
984326030,30281,5996576,809263.67,2021-02-25T13:33:51
517831870,70147,5965730,544669.36,2020-02-01T05:53:48
651535679,21382,5296596,95203.02,2020-04-14T00:18:22
122287042,67261,6232112,367435.09,2020-03-15T12:12:39
990894629,70147,8089343,165813.9,2022-03-15T17:40:24
965074713,72080,4222803,574602.07,2022-05-25T17:20:29
145481577,96327,1429698,834175.6,2020-08-23T04:32:32
263540792,45022,6851938,795574.0,2024-11-19T14:57:18
624633241,92410,8222551,628768.18,2024-11-16T04:39:46
266111139,13720,6352513,833477.77,2024-06-12T06:42:39
454279201,67261,3205358,517948.0,2024-04-02T20:52:00
360237067,18356,1284106,772895.65,2022-04-08T13:15:34
516884205,15884,4914936,658422.68,2021-09-22T05:31:57
972868567,42507,3938814,134803.49,2021-08-02T07:04:18
848997274,45022,5416195,811443.21,2022-06-05T04:29:52
691107940,71300,8089786,259352.43,2023-10-26T06:15:26
730452784,42507,2643499,481313.84,2024-01-02T02:20:16
152114101,91982,2221461,389727.96,2023-01-03T15:44:06
141949193,42507,5603685,320683.49,2022-11-23T01:01:40
569737307,56164,3584349,911519.76,2021-11-10T23:35:27
369836656,90657,2447266,520340.51,2021-06-16T08:12:43
167943195,25303,5132779,287834.3,2024-05-14T04:58:43
417150173,18356,2369672,248141.28,2022-07-04T03:54:37
244140789,21086,1951254,351986.14,2024-04-17T20:51:54
889227128,70147,4086612,617119.95,2023-09-02T20:10:43
264147696,46644,1213207,744592.76,2023-04-03T03:24:35
783050940,32997,5858165,562207.58,2021-04-04T16:50:15
725990658,92599,9466146,828304.45,2024-11-07T12:23:02
334108255,90657,7282993,12862.93,2022-03-05T07:43:32
641664070,90657,2447266,143852.15,2024-04-15T15:54:25
517572925,96327,1429698,328169.09,2024-05-20T09:54:01
696852889,92599,1529584,721156.8,2020-07-20T13:19:02
291683402,71300,4420898,364080.7,2024-04-22T17:35:59
734574241,91982,8266713,370826.2,2021-02-27T18:17:02
686447936,45475,1553211,894172.19,2022-02-13T09:35:42
653584602,79457,1096049,682123.47,2022-04-22T02:10:35
879463182,30281,5606894,302207.95,2020-01-07T04:37:47
436053649,45022,9459556,653165.69,2024-11-15T01:36:11
263318884,18356,1284106,834951.91,2023-03-07T15:35:53
122011756,70147,1605880,359586.64,2021-04-23T20:48:18
881566269,96549,7924721,48789.11,2024-05-22T23:56:44
640360388,80976,6806002,259183.55,2023-11-14T23:48:44
635743131,25303,5132779,799012.43,2021-07-21T01:59:15
906855147,72080,9042288,791908.18,2024-12-23T07:25:50
197531264,45475,1553211,548938.53,2023-02-26T08:15:54
130097752,67261,8398855,20959.45,2023-08-16T10:59:43
254370996,32273,6646105,51077.79,2021-02-06T13:44:08
433735417,56164,6231278,553403.62,2021-05-24T07:39:56
492771710,14895,7910843,538889.99,2020-09-13T22:21:35
826511498,91581,1750996,171858.32,2020-08-04T23:50:56
349781364,14895,7910843,67151.99,2020-11-22T20:40:48
355100276,71300,4975183,457078.95,2022-08-20T17:10:34
108764823,92850,1095763,650887.69,2023-10-27T13:37:43
972725666,15884,1255736,263520.52,2023-06-20T07:21:11
870471220,92850,8944187,533650.9,2022-02-01T14:47:46
